timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
269.00;90.00;FastCar.31;Lane_0;3.10;0.00;0.00;FastCar;3.10;-11.20
269.00;90.00;SlowCar.6;Lane_0;1443.54;0.00;34.63;Car;1443.54;-11.20
269.00;90.00;SlowCar.7;Lane_0;1317.27;0.00;33.76;Car;1317.27;-11.20
269.00;90.00;SlowCar.8;Lane_0;55.53;0.00;14.21;Car;55.53;-11.20
270.00;90.00;Car.18;Lane_0;4818.94;0.00;34.55;Car;4818.94;-11.20
270.00;90.00;Car.19;Lane_0;4664.87;0.00;33.15;Car;4664.87;-11.20
270.00;90.00;Car.20;Lane_0;4611.90;0.00;33.43;Car;4611.90;-11.20
270.00;90.00;Car.21;Lane_0;4533.11;0.00;33.86;Car;4533.11;-11.20
270.00;90.00;Car.22;Lane_0;4324.22;0.00;33.78;Car;4324.22;-11.20
270.00;90.00;Car.23;Lane_0;3900.17;0.00;33.98;Car;3900.17;-11.20
270.00;90.00;Car.24;Lane_0;3723.76;0.00;34.91;Car;3723.76;-11.20
270.00;90.00;Car.25;Lane_0;3382.12;0.00;33.74;Car;3382.12;-11.20
270.00;90.00;Car.26;Lane_1;3272.72;0.00;34.84;Car;3272.72;-8.00
270.00;90.00;Car.27;Lane_0;3060.53;0.00;34.02;Car;3060.53;-11.20
270.00;90.00;Car.28;Lane_0;2862.20;0.00;34.47;Car;2862.20;-11.20
270.00;90.00;Car.29;Lane_0;2524.54;0.00;34.93;Car;2524.54;-11.20
270.00;90.00;Car.30;Lane_0;2280.89;0.00;33.84;Car;2280.89;-11.20
270.00;90.00;Car.31;Lane_0;2184.56;0.00;34.83;Car;2184.56;-11.20
270.00;90.00;Car.32;Lane_1;1951.91;0.00;33.82;Car;1951.91;-8.00
270.00;90.00;Car.33;Lane_0;1847.02;0.00;33.84;Car;1847.02;-11.20
270.00;90.00;Car.34;Lane_0;1590.81;0.00;34.02;Car;1590.81;-11.20
270.00;90.00;Car.35;Lane_0;1217.63;0.00;34.65;Car;1217.63;-11.20
270.00;90.00;Car.36;Lane_0;1085.99;0.00;34.83;Car;1085.99;-11.20
270.00;90.00;Car.37;Lane_0;868.80;0.00;34.81;Car;868.80;-11.20
270.00;90.00;Car.38;Lane_0;639.75;0.00;33.28;Car;639.75;-11.20
270.00;90.00;Car.39;Lane_0;356.72;0.00;34.21;Car;356.72;-11.20
270.00;90.00;Car.40;Lane_0;144.68;0.00;24.86;Car;144.68;-11.20
270.00;90.00;Car.41;Lane_0;26.20;0.00;9.26;Car;26.20;-11.20
270.00;90.00;FastCar.12;Lane_0;4057.21;0.00;30.82;FastCar;4057.21;-11.20
270.00;90.00;FastCar.13;Lane_1;4813.64;0.00;39.11;FastCar;4813.64;-8.00
270.00;90.00;FastCar.14;Lane_1;4622.78;0.00;37.54;FastCar;4622.78;-8.00
270.00;90.00;FastCar.15;Lane_2;4653.72;0.00;40.22;FastCar;4653.72;-4.80
270.00;90.00;FastCar.16;Lane_0;4210.87;0.00;38.11;FastCar;4210.87;-11.20
270.00;90.00;FastCar.17;Lane_1;4189.13;0.00;38.62;FastCar;4189.13;-8.00
270.00;90.00;FastCar.18;Lane_0;3300.47;0.00;30.86;FastCar;3300.47;-11.20
270.00;90.00;FastCar.19;Lane_1;3432.21;0.00;35.83;FastCar;3432.21;-8.00
270.00;90.00;FastCar.20;Lane_0;3109.59;0.00;36.14;FastCar;3109.59;-11.20
270.00;90.00;FastCar.21;Lane_1;2977.58;0.00;36.05;FastCar;2977.58;-8.00
270.00;90.00;FastCar.22;Lane_2;3050.72;0.00;39.56;FastCar;3050.72;-4.80
270.00;90.00;FastCar.23;Lane_0;2349.55;0.00;31.56;FastCar;2349.55;-11.20
270.00;90.00;FastCar.24;Lane_0;2014.79;0.00;32.80;FastCar;2014.79;-11.20
270.00;90.00;FastCar.25;Lane_1;2024.51;0.00;38.74;FastCar;2024.51;-8.00
270.00;90.00;FastCar.26;Lane_1;1123.32;0.00;39.60;FastCar;1123.32;-8.00
270.00;90.00;FastCar.27;Lane_1;853.48;0.00;36.53;FastCar;853.48;-8.00
270.00;90.00;FastCar.28;Lane_1;657.35;0.00;40.45;FastCar;657.35;-8.00
270.00;90.00;FastCar.29;Lane_0;553.53;0.00;38.31;FastCar;553.53;-11.20
270.00;90.00;FastCar.30;Lane_0;292.31;0.00;33.99;FastCar;292.31;-11.20
270.00;90.00;FastCar.31;Lane_0;5.05;0.00;1.95;FastCar;5.05;-11.20
270.00;90.00;SlowCar.6;Lane_0;1477.91;0.00;34.37;Car;1477.91;-11.20
270.00;90.00;SlowCar.7;Lane_0;1351.00;0.00;33.73;Car;1351.00;-11.20
270.00;90.00;SlowCar.8;Lane_0;71.77;0.00;16.24;Car;71.77;-11.20
271.00;90.00;Car.18;Lane_0;4853.42;0.00;34.48;Car;4853.42;-11.20
271.00;90.00;Car.19;Lane_0;4697.90;0.00;33.03;Car;4697.90;-11.20
271.00;90.00;Car.20;Lane_0;4645.63;0.00;33.73;Car;4645.63;-11.20
271.00;90.00;Car.21;Lane_0;4567.98;0.00;34.88;Car;4567.98;-11.20
271.00;90.00;Car.22;Lane_0;4358.43;0.00;34.21;Car;4358.43;-11.20
271.00;90.00;Car.23;Lane_0;3934.07;0.00;33.90;Car;3934.07;-11.20
271.00;90.00;Car.24;Lane_0;3757.68;0.00;33.92;Car;3757.68;-11.20
271.00;90.00;Car.25;Lane_0;3415.93;0.00;33.81;Car;3415.93;-11.20
271.00;90.00;Car.26;Lane_1;3306.49;0.00;33.77;Car;3306.49;-8.00
271.00;90.00;Car.27;Lane_0;3093.91;0.00;33.38;Car;3093.91;-11.20
271.00;90.00;Car.28;Lane_0;2896.68;0.00;34.48;Car;2896.68;-11.20
271.00;90.00;Car.29;Lane_0;2558.97;0.00;34.43;Car;2558.97;-11.20
271.00;90.00;Car.30;Lane_0;2313.16;0.00;32.28;Car;2313.16;-11.20
271.00;90.00;Car.31;Lane_0;2218.20;0.00;33.65;Car;2218.20;-11.20
271.00;90.00;Car.32;Lane_1;1986.23;0.00;34.32;Car;1986.23;-8.00
271.00;90.00;Car.33;Lane_0;1881.08;0.00;34.06;Car;1881.08;-11.20
271.00;90.00;Car.34;Lane_0;1625.19;0.00;34.38;Car;1625.19;-11.20
271.00;90.00;Car.35;Lane_0;1252.28;0.00;34.65;Car;1252.28;-11.20
271.00;90.00;Car.36;Lane_0;1119.69;0.00;33.70;Car;1119.69;-11.20
271.00;90.00;Car.37;Lane_0;902.92;0.00;34.12;Car;902.92;-11.20
271.00;90.00;Car.38;Lane_0;673.45;0.00;33.70;Car;673.45;-11.20
271.00;90.00;Car.39;Lane_0;391.29;0.00;34.57;Car;391.29;-11.20
271.00;90.00;Car.40;Lane_0;171.41;0.00;26.73;Car;171.41;-11.20
271.00;90.00;Car.41;Lane_0;37.43;0.00;11.23;Car;37.43;-11.20
271.00;90.00;FastCar.12;Lane_0;4087.75;0.00;30.54;FastCar;4087.75;-11.20
271.00;90.00;FastCar.13;Lane_1;4852.39;0.00;38.75;FastCar;4852.39;-8.00
271.00;90.00;FastCar.14;Lane_1;4660.75;0.00;37.97;FastCar;4660.75;-8.00
271.00;90.00;FastCar.15;Lane_2;4693.61;0.00;39.90;FastCar;4693.61;-4.80
271.00;90.00;FastCar.16;Lane_0;4248.55;0.00;37.68;FastCar;4248.55;-11.20
271.00;90.00;FastCar.17;Lane_1;4228.53;0.00;39.40;FastCar;4228.53;-8.00
271.00;90.00;FastCar.18;Lane_0;3332.06;0.00;31.59;FastCar;3332.06;-11.20
271.00;90.00;FastCar.19;Lane_1;3469.45;0.00;37.24;FastCar;3469.45;-8.00
271.00;90.00;FastCar.20;Lane_0;3145.04;0.00;35.45;FastCar;3145.04;-11.20
271.00;90.00;FastCar.21;Lane_1;3015.13;0.00;37.54;FastCar;3015.13;-8.00
271.00;90.00;FastCar.22;Lane_2;3089.97;0.00;39.25;FastCar;3089.97;-4.80
271.00;90.00;FastCar.23;Lane_0;2382.22;0.00;32.67;FastCar;2382.22;-11.20
271.00;90.00;FastCar.24;Lane_0;2046.66;0.00;31.87;FastCar;2046.66;-11.20
271.00;90.00;FastCar.25;Lane_1;2063.74;0.00;39.23;FastCar;2063.74;-8.00
271.00;90.00;FastCar.26;Lane_1;1163.77;0.00;40.45;FastCar;1163.77;-8.00
271.00;90.00;FastCar.27;Lane_1;889.92;0.00;36.44;FastCar;889.92;-8.00
271.00;90.00;FastCar.28;Lane_1;696.91;0.00;39.55;FastCar;696.91;-8.00
271.00;90.00;FastCar.29;Lane_0;590.91;0.00;37.38;FastCar;590.91;-11.20
271.00;90.00;FastCar.30;Lane_0;326.89;0.00;34.58;FastCar;326.89;-11.20
271.00;90.00;FastCar.31;Lane_0;9.92;0.00;4.87;FastCar;9.92;-11.20
271.00;90.00;SlowCar.6;Lane_0;1512.36;0.00;34.45;Car;1512.36;-11.20
271.00;90.00;SlowCar.7;Lane_0;1385.60;0.00;34.60;Car;1385.60;-11.20
271.00;90.00;SlowCar.8;Lane_0;89.97;0.00;18.20;Car;89.97;-11.20
272.00;90.00;Car.18;Lane_0;4888.01;0.00;34.59;Car;4888.01;-11.20
272.00;90.00;Car.19;Lane_0;4731.95;0.00;34.05;Car;4731.95;-11.20
272.00;90.00;Car.20;Lane_0;4679.09;0.00;33.47;Car;4679.09;-11.20
272.00;90.00;Car.21;Lane_0;4602.92;0.00;34.94;Car;4602.92;-11.20
272.00;90.00;Car.22;Lane_0;4392.76;0.00;34.33;Car;4392.76;-11.20
272.00;90.00;Car.23;Lane_0;3968.59;0.00;34.51;Car;3968.59;-11.20
272.00;90.00;Car.24;Lane_0;3792.26;0.00;34.58;Car;3792.26;-11.20
272.00;90.00;Car.25;Lane_0;3449.75;0.00;33.83;Car;3449.75;-11.20
272.00;90.00;Car.26;Lane_1;3341.37;0.00;34.88;Car;3341.37;-8.00
272.00;90.00;Car.27;Lane_0;3127.67;0.00;33.75;Car;3127.67;-11.20
272.00;90.00;Car.28;Lane_0;2930.46;0.00;33.78;Car;2930.46;-11.20
272.00;90.00;Car.29;Lane_0;2593.84;0.00;34.86;Car;2593.84;-11.20
272.00;90.00;Car.30;Lane_0;2345.82;0.00;32.66;Car;2345.82;-11.20
272.00;90.00;Car.31;Lane_0;2252.97;0.00;34.76;Car;2252.97;-11.20
272.00;90.00;Car.32;Lane_1;2019.99;0.00;33.76;Car;2019.99;-8.00
272.00;90.00;Car.33;Lane_0;1916.08;0.00;35.00;Car;1916.08;-11.20
272.00;90.00;Car.34;Lane_0;1658.84;0.00;33.66;Car;1658.84;-11.20
272.00;90.00;Car.35;Lane_0;1286.93;0.00;34.65;Car;1286.93;-11.20
272.00;90.00;Car.36;Lane_0;1154.61;0.00;34.91;Car;1154.61;-11.20
272.00;90.00;Car.37;Lane_0;936.72;0.00;33.80;Car;936.72;-11.20
272.00;90.00;Car.38;Lane_0;707.56;0.00;34.11;Car;707.56;-11.20
272.00;90.00;Car.39;Lane_0;425.75;0.00;34.45;Car;425.75;-11.20
272.00;90.00;Car.40;Lane_0;199.92;0.00;28.51;Car;199.92;-11.20
272.00;90.00;Car.41;Lane_0;50.86;0.00;13.43;Car;50.86;-11.20
272.00;90.00;FastCar.12;Lane_0;4118.54;0.00;30.78;FastCar;4118.54;-11.20
272.00;90.00;FastCar.13;Lane_1;4891.78;0.00;39.38;FastCar;4891.78;-8.00
272.00;90.00;FastCar.14;Lane_1;4698.45;0.00;37.69;FastCar;4698.45;-8.00
272.00;90.00;FastCar.15;Lane_2;4733.40;0.00;39.79;FastCar;4733.40;-4.80
272.00;90.00;FastCar.16;Lane_0;4285.43;0.00;36.88;FastCar;4285.43;-11.20
272.00;90.00;FastCar.17;Lane_1;4267.09;0.00;38.56;FastCar;4267.09;-8.00
272.00;90.00;FastCar.18;Lane_0;3364.15;0.00;32.09;FastCar;3364.15;-11.20
272.00;90.00;FastCar.19;Lane_1;3506.46;0.00;37.01;FastCar;3506.46;-8.00
272.00;90.00;FastCar.20;Lane_0;3180.18;0.00;35.14;FastCar;3180.18;-11.20
272.00;90.00;FastCar.21;Lane_1;3052.01;0.00;36.88;FastCar;3052.01;-8.00
272.00;90.00;FastCar.22;Lane_2;3130.38;0.00;40.41;FastCar;3130.38;-4.80
272.00;90.00;FastCar.23;Lane_0;2414.28;0.00;32.07;FastCar;2414.28;-11.20
272.00;90.00;FastCar.24;Lane_0;2079.61;0.00;32.95;FastCar;2079.61;-11.20
272.00;90.00;FastCar.25;Lane_1;2103.33;0.00;39.58;FastCar;2103.33;-8.00
272.00;90.00;FastCar.26;Lane_1;1203.81;0.00;40.04;FastCar;1203.81;-8.00
272.00;90.00;FastCar.27;Lane_1;926.33;0.00;36.41;FastCar;926.33;-8.00
272.00;90.00;FastCar.28;Lane_1;735.77;0.00;38.86;FastCar;735.77;-8.00
272.00;90.00;FastCar.29;Lane_0;628.75;0.00;37.84;FastCar;628.75;-11.20
272.00;90.00;FastCar.30;Lane_0;359.67;0.00;32.77;FastCar;359.67;-11.20
272.00;90.00;FastCar.31;Lane_0;18.37;0.00;8.45;FastCar;18.37;-11.20
272.00;90.00;SlowCar.6;Lane_0;1546.93;0.00;34.57;Car;1546.93;-11.20
272.00;90.00;SlowCar.7;Lane_0;1419.36;0.00;33.75;Car;1419.36;-11.20
272.00;90.00;SlowCar.8;Lane_0;109.84;0.00;19.88;Car;109.84;-11.20
272.00;90.00;SlowCar.9;Lane_0;3.10;0.00;0.00;Car;3.10;-11.20
273.00;90.00;Car.18;Lane_0;4922.63;0.00;34.61;Car;4922.63;-11.20
273.00;90.00;Car.19;Lane_0;4765.35;0.00;33.40;Car;4765.35;-11.20
273.00;90.00;Car.20;Lane_0;4713.46;0.00;34.36;Car;4713.46;-11.20
273.00;90.00;Car.21;Lane_0;4636.58;0.00;33.66;Car;4636.58;-11.20
273.00;90.00;Car.22;Lane_0;4426.38;0.00;33.62;Car;4426.38;-11.20
273.00;90.00;Car.23;Lane_0;4002.37;0.00;33.79;Car;4002.37;-11.20
273.00;90.00;Car.24;Lane_0;3826.47;0.00;34.21;Car;3826.47;-11.20
273.00;90.00;Car.25;Lane_0;3483.79;0.00;34.04;Car;3483.79;-11.20
273.00;90.00;Car.26;Lane_1;3375.55;0.00;34.18;Car;3375.55;-8.00
273.00;90.00;Car.27;Lane_0;3161.45;0.00;33.79;Car;3161.45;-11.20
273.00;90.00;Car.28;Lane_0;2965.34;0.00;34.88;Car;2965.34;-11.20
273.00;90.00;Car.29;Lane_0;2627.54;0.00;33.70;Car;2627.54;-11.20
273.00;90.00;Car.30;Lane_1;2378.58;0.00;32.76;Car;2378.58;-8.00
273.00;90.00;Car.31;Lane_0;2287.90;0.00;34.93;Car;2287.90;-11.20
273.00;90.00;Car.32;Lane_1;2054.64;0.00;34.64;Car;2054.64;-8.00
273.00;90.00;Car.33;Lane_0;1951.15;0.00;35.07;Car;1951.15;-11.20
273.00;90.00;Car.34;Lane_0;1692.69;0.00;33.85;Car;1692.69;-11.20
273.00;90.00;Car.35;Lane_0;1321.91;0.00;34.98;Car;1321.91;-11.20
273.00;90.00;Car.36;Lane_0;1188.67;0.00;34.07;Car;1188.67;-11.20
273.00;90.00;Car.37;Lane_0;971.57;0.00;34.85;Car;971.57;-11.20
273.00;90.00;Car.38;Lane_0;741.49;0.00;33.93;Car;741.49;-11.20
273.00;90.00;Car.39;Lane_0;459.46;0.00;33.72;Car;459.46;-11.20
273.00;90.00;Car.40;Lane_0;230.62;0.00;30.70;Car;230.62;-11.20
273.00;90.00;Car.41;Lane_0;66.47;0.00;15.61;Car;66.47;-11.20
273.00;90.00;FastCar.12;Lane_0;4148.81;0.00;30.27;FastCar;4148.81;-11.20
273.00;90.00;FastCar.13;Lane_1;4930.75;0.00;38.97;FastCar;4930.75;-8.00
273.00;90.00;FastCar.14;Lane_1;4735.98;0.00;37.53;FastCar;4735.98;-8.00
273.00;90.00;FastCar.15;Lane_1;4773.92;0.00;40.52;FastCar;4773.92;-8.00
273.00;90.00;FastCar.16;Lane_0;4323.65;0.00;38.23;FastCar;4323.65;-11.20
273.00;90.00;FastCar.17;Lane_1;4307.20;0.00;40.11;FastCar;4307.20;-8.00
273.00;90.00;FastCar.18;Lane_0;3395.33;0.00;31.18;FastCar;3395.33;-11.20
273.00;90.00;FastCar.19;Lane_1;3542.43;0.00;35.97;FastCar;3542.43;-8.00
273.00;90.00;FastCar.20;Lane_0;3216.66;0.00;36.48;FastCar;3216.66;-11.20
273.00;90.00;FastCar.21;Lane_1;3088.80;0.00;36.79;FastCar;3088.80;-8.00
273.00;90.00;FastCar.22;Lane_2;3169.76;0.00;39.39;FastCar;3169.76;-4.80
273.00;90.00;FastCar.23;Lane_0;2446.16;0.00;31.88;FastCar;2446.16;-11.20
273.00;90.00;FastCar.24;Lane_0;2112.49;0.00;32.88;FastCar;2112.49;-11.20
273.00;90.00;FastCar.25;Lane_1;2143.16;0.00;39.84;FastCar;2143.16;-8.00
273.00;90.00;FastCar.26;Lane_1;1243.50;0.00;39.69;FastCar;1243.50;-8.00
273.00;90.00;FastCar.27;Lane_1;962.67;0.00;36.34;FastCar;962.67;-8.00
273.00;90.00;FastCar.28;Lane_1;776.19;0.00;40.42;FastCar;776.19;-8.00
273.00;90.00;FastCar.29;Lane_0;666.06;0.00;37.31;FastCar;666.06;-11.20
273.00;90.00;FastCar.30;Lane_0;392.47;0.00;32.80;FastCar;392.47;-11.20
273.00;90.00;FastCar.31;Lane_0;30.34;0.00;11.98;FastCar;30.34;-11.20
273.00;90.00;SlowCar.6;Lane_0;1581.01;0.00;34.08;Car;1581.01;-11.20
273.00;90.00;SlowCar.7;Lane_0;1454.02;0.00;34.66;Car;1454.02;-11.20
273.00;90.00;SlowCar.8;Lane_0;132.44;0.00;22.60;Car;132.44;-11.20
273.00;90.00;SlowCar.9;Lane_0;5.52;0.00;2.42;Car;5.52;-11.20
274.00;90.00;Car.18;Lane_0;4955.97;0.00;33.34;Car;4955.97;-11.20
274.00;90.00;Car.19;Lane_0;4799.11;0.00;33.77;Car;4799.11;-11.20
274.00;90.00;Car.20;Lane_0;4746.37;0.00;32.91;Car;4746.37;-11.20
274.00;90.00;Car.21;Lane_0;4670.22;0.00;33.63;Car;4670.22;-11.20
274.00;90.00;Car.22;Lane_0;4460.26;0.00;33.88;Car;4460.26;-11.20
274.00;90.00;Car.23;Lane_0;4037.40;0.00;35.03;Car;4037.40;-11.20
274.00;90.00;Car.24;Lane_0;3860.32;0.00;33.85;Car;3860.32;-11.20
274.00;90.00;Car.25;Lane_0;3518.48;0.00;34.68;Car;3518.48;-11.20
274.00;90.00;Car.26;Lane_1;3409.84;0.00;34.29;Car;3409.84;-8.00
274.00;90.00;Car.27;Lane_0;3195.27;0.00;33.81;Car;3195.27;-11.20
274.00;90.00;Car.28;Lane_0;3000.43;0.00;35.09;Car;3000.43;-11.20
274.00;90.00;Car.29;Lane_0;2661.91;0.00;34.37;Car;2661.91;-11.20
274.00;90.00;Car.30;Lane_1;2413.12;0.00;34.54;Car;2413.12;-8.00
274.00;90.00;Car.31;Lane_0;2321.55;0.00;33.65;Car;2321.55;-11.20
274.00;90.00;Car.32;Lane_1;2089.26;0.00;34.63;Car;2089.26;-8.00
274.00;90.00;Car.33;Lane_0;1985.84;0.00;34.69;Car;1985.84;-11.20
274.00;90.00;Car.34;Lane_0;1726.52;0.00;33.83;Car;1726.52;-11.20
274.00;90.00;Car.35;Lane_0;1356.11;0.00;34.20;Car;1356.11;-11.20
274.00;90.00;Car.36;Lane_0;1223.08;0.00;34.41;Car;1223.08;-11.20
274.00;90.00;Car.37;Lane_0;1005.71;0.00;34.14;Car;1005.71;-11.20
274.00;90.00;Car.38;Lane_0;775.35;0.00;33.86;Car;775.35;-11.20
274.00;90.00;Car.39;Lane_0;494.49;0.00;35.03;Car;494.49;-11.20
274.00;90.00;Car.40;Lane_0;263.42;0.00;32.80;Car;263.42;-11.20
274.00;90.00;Car.41;Lane_0;83.63;0.00;17.16;Car;83.63;-11.20
274.00;90.00;FastCar.12;Lane_0;4179.36;0.00;30.55;FastCar;4179.36;-11.20
274.00;90.00;FastCar.13;Lane_1;4968.94;0.00;38.19;FastCar;4968.94;-8.00
274.00;90.00;FastCar.14;Lane_1;4773.42;0.00;37.45;FastCar;4773.42;-8.00
274.00;90.00;FastCar.15;Lane_1;4812.66;0.00;38.74;FastCar;4812.66;-8.00
274.00;90.00;FastCar.16;Lane_0;4361.24;0.00;37.59;FastCar;4361.24;-11.20
274.00;90.00;FastCar.17;Lane_1;4347.05;0.00;39.84;FastCar;4347.05;-8.00
274.00;90.00;FastCar.18;Lane_0;3427.23;0.00;31.90;FastCar;3427.23;-11.20
274.00;90.00;FastCar.19;Lane_1;3579.21;0.00;36.78;FastCar;3579.21;-8.00
274.00;90.00;FastCar.20;Lane_0;3253.34;0.00;36.68;FastCar;3253.34;-11.20
274.00;90.00;FastCar.21;Lane_1;3126.47;0.00;37.67;FastCar;3126.47;-8.00
274.00;90.00;FastCar.22;Lane_2;3209.76;0.00;40.00;FastCar;3209.76;-4.80
274.00;90.00;FastCar.23;Lane_0;2478.32;0.00;32.16;FastCar;2478.32;-11.20
274.00;90.00;FastCar.24;Lane_0;2144.38;0.00;31.88;FastCar;2144.38;-11.20
274.00;90.00;FastCar.25;Lane_1;2182.73;0.00;39.56;FastCar;2182.73;-8.00
274.00;90.00;FastCar.26;Lane_1;1283.35;0.00;39.85;FastCar;1283.35;-8.00
274.00;90.00;FastCar.27;Lane_1;1000.73;0.00;38.06;FastCar;1000.73;-8.00
274.00;90.00;FastCar.28;Lane_1;816.08;0.00;39.89;FastCar;816.08;-8.00
274.00;90.00;FastCar.29;Lane_1;703.35;0.00;37.29;FastCar;703.35;-8.00
274.00;90.00;FastCar.30;Lane_0;425.83;0.00;33.36;FastCar;425.83;-11.20
274.00;90.00;FastCar.31;Lane_0;45.58;0.00;15.24;FastCar;45.58;-11.20
274.00;90.00;SlowCar.6;Lane_0;1615.49;0.00;34.48;Car;1615.49;-11.20
274.00;90.00;SlowCar.7;Lane_0;1488.23;0.00;34.21;Car;1488.23;-11.20
274.00;90.00;SlowCar.8;Lane_0;157.77;0.00;25.33;Car;157.77;-11.20
274.00;90.00;SlowCar.9;Lane_0;10.30;0.00;4.78;Car;10.30;-11.20
275.00;90.00;Car.18;Lane_0;4990.37;0.00;34.41;Car;4990.37;-11.20
275.00;90.00;Car.19;Lane_0;4833.14;0.00;34.03;Car;4833.14;-11.20
275.00;90.00;Car.20;Lane_0;4780.48;0.00;34.11;Car;4780.48;-11.20
275.00;90.00;Car.21;Lane_0;4704.26;0.00;34.05;Car;4704.26;-11.20
275.00;90.00;Car.22;Lane_0;4494.07;0.00;33.81;Car;4494.07;-11.20
275.00;90.00;Car.23;Lane_0;4071.21;0.00;33.81;Car;4071.21;-11.20
275.00;90.00;Car.24;Lane_0;3894.90;0.00;34.58;Car;3894.90;-11.20
275.00;90.00;Car.25;Lane_0;3553.48;0.00;35.00;Car;3553.48;-11.20
275.00;90.00;Car.26;Lane_1;3444.70;0.00;34.87;Car;3444.70;-8.00
275.00;90.00;Car.27;Lane_0;3229.19;0.00;33.93;Car;3229.19;-11.20
275.00;90.00;Car.28;Lane_0;3035.51;0.00;35.08;Car;3035.51;-11.20
275.00;90.00;Car.29;Lane_0;2695.80;0.00;33.89;Car;2695.80;-11.20
275.00;90.00;Car.30;Lane_1;2447.91;0.00;34.79;Car;2447.91;-8.00
275.00;90.00;Car.31;Lane_0;2355.59;0.00;34.04;Car;2355.59;-11.20
275.00;90.00;Car.32;Lane_1;2123.35;0.00;34.09;Car;2123.35;-8.00
275.00;90.00;Car.33;Lane_0;2020.12;0.00;34.29;Car;2020.12;-11.20
275.00;90.00;Car.34;Lane_0;1760.57;0.00;34.05;Car;1760.57;-11.20
275.00;90.00;Car.35;Lane_0;1391.18;0.00;35.07;Car;1391.18;-11.20
275.00;90.00;Car.36;Lane_0;1257.70;0.00;34.62;Car;1257.70;-11.20
275.00;90.00;Car.37;Lane_0;1039.64;0.00;33.93;Car;1039.64;-11.20
275.00;90.00;Car.38;Lane_0;809.68;0.00;34.33;Car;809.68;-11.20
275.00;90.00;Car.39;Lane_0;528.77;0.00;34.28;Car;528.77;-11.20
275.00;90.00;Car.40;Lane_0;297.35;0.00;33.93;Car;297.35;-11.20
275.00;90.00;Car.41;Lane_0;102.42;0.00;18.78;Car;102.42;-11.20
275.00;90.00;Car.42;Lane_0;3.10;0.00;0.00;Car;3.10;-11.20
275.00;90.00;FastCar.12;Lane_0;4209.63;0.00;30.27;FastCar;4209.63;-11.20
275.00;90.00;FastCar.14;Lane_1;4809.38;0.00;35.96;FastCar;4809.38;-8.00
275.00;90.00;FastCar.15;Lane_1;4851.89;0.00;39.23;FastCar;4851.89;-8.00
275.00;90.00;FastCar.16;Lane_0;4400.04;0.00;38.80;FastCar;4400.04;-11.20
275.00;90.00;FastCar.17;Lane_1;4387.47;0.00;40.42;FastCar;4387.47;-8.00
275.00;90.00;FastCar.18;Lane_0;3458.37;0.00;31.14;FastCar;3458.37;-11.20
275.00;90.00;FastCar.19;Lane_1;3615.33;0.00;36.12;FastCar;3615.33;-8.00
275.00;90.00;FastCar.20;Lane_0;3288.87;0.00;35.53;FastCar;3288.87;-11.20
275.00;90.00;FastCar.21;Lane_1;3162.84;0.00;36.37;FastCar;3162.84;-8.00
275.00;90.00;FastCar.22;Lane_2;3249.98;0.00;40.21;FastCar;3249.98;-4.80
275.00;90.00;FastCar.23;Lane_0;2510.72;0.00;32.40;FastCar;2510.72;-11.20
275.00;90.00;FastCar.24;Lane_0;2176.22;0.00;31.85;FastCar;2176.22;-11.20
275.00;90.00;FastCar.25;Lane_1;2222.38;0.00;39.66;FastCar;2222.38;-8.00
275.00;90.00;FastCar.26;Lane_1;1322.57;0.00;39.22;FastCar;1322.57;-8.00
275.00;90.00;FastCar.27;Lane_1;1038.17;0.00;37.44;FastCar;1038.17;-8.00
275.00;90.00;FastCar.28;Lane_1;855.82;0.00;39.74;FastCar;855.82;-8.00
275.00;90.00;FastCar.29;Lane_1;742.45;0.00;39.10;FastCar;742.45;-8.00
275.00;90.00;FastCar.30;Lane_0;458.58;0.00;32.75;FastCar;458.58;-11.20
275.00;90.00;FastCar.31;Lane_0;63.21;0.00;17.63;FastCar;63.21;-11.20
275.00;90.00;SlowCar.6;Lane_0;1649.22;0.00;33.72;Car;1649.22;-11.20
275.00;90.00;SlowCar.7;Lane_0;1523.21;0.00;34.97;Car;1523.21;-11.20
275.00;90.00;SlowCar.8;Lane_0;184.62;0.00;26.85;Car;184.62;-11.20
275.00;90.00;SlowCar.9;Lane_0;16.76;0.00;6.46;Car;16.76;-11.20
276.00;90.00;Car.19;Lane_0;4866.31;0.00;33.16;Car;4866.31;-11.20
276.00;90.00;Car.20;Lane_0;4813.80;0.00;33.32;Car;4813.80;-11.20
276.00;90.00;Car.21;Lane_0;4739.28;0.00;35.02;Car;4739.28;-11.20
276.00;90.00;Car.22;Lane_0;4527.81;0.00;33.74;Car;4527.81;-11.20
276.00;90.00;Car.23;Lane_0;4105.31;0.00;34.10;Car;4105.31;-11.20
276.00;90.00;Car.24;Lane_0;3928.83;0.00;33.92;Car;3928.83;-11.20
276.00;90.00;Car.25;Lane_0;3588.41;0.00;34.93;Car;3588.41;-11.20
276.00;90.00;Car.26;Lane_1;3479.64;0.00;34.93;Car;3479.64;-8.00
276.00;90.00;Car.27;Lane_0;3264.05;0.00;34.86;Car;3264.05;-11.20
276.00;90.00;Car.28;Lane_0;3069.19;0.00;33.68;Car;3069.19;-11.20
